"seqnames","start","end","width","strand","SYMBOL"
"chr14",20528204,20529142,939,"+","OR4L1"
"chr14",20691869,20692861,993,"+","OR11H6"
"chr14",50065415,50081390,15976,"+","LRR1"
"chr14",50159823,50219870,60048,"+","KLHDC1"
"chr14",51955839,52197444,241606,"+","FRMD6"
"chr14",55493844,55516206,22363,"+","SOCS4"
"chr14",57857271,57879466,22196,"+","NAA30"
"chr14",63779549,63785593,6045,"-","GPHB5"
"chr14",77860365,77889399,29035,"-","NOXRED1"
"chr14",75894509,75939404,44896,"+","JDP2"
"chr14",74960423,74962271,1849,"+","ISCA2"
"chr14",74058410,74062470,4061,"+","ACOT4"
"chr9",19115759,19127604,11846,"-","PLIN2"
"chr3",46243200,46249832,6633,"-","CCR1"
"chr14",89290497,89344335,53839,"+","TTC8"
"chr14",92246267,92333880,87614,"-","TC2N"
"chr14",92788925,92967825,178901,"+","SLC24A4"
"chr14",100757453,100772860,15408,"-","SLC25A29"
"chr14",100612753,100626012,13260,"-","DEGS2"
"chr14",20896970,20903801,6832,"-","KLHL33"
"chr15",52230222,52263958,33737,"-","LEO1"
"chr3",46205096,46308197,103102,"+","CCR3"
"chr15",83657715,83680393,22679,"-","C15orf40"
"chr15",72406599,72433311,26713,"+","SENP8"
"chr15",65293850,65321977,28128,"-","MTFMT"
"chr15",65337708,65345734,8027,"+","SLC51B"
"chr15",102193955,102264645,70691,"-","TARSL2"
"chr3",32993066,32996403,3338,"+","CCR4"
"chr15",72968123,72978490,10368,"-","HIGD2B"
"chr15",99791652,99927280,135629,"+","LRRC28"
"chr3",46411633,46417697,6065,"+","CCR5"
"chr6",167412816,167552629,139814,"+","CCR6"
"chr15",76352299,76521462,169164,"+","TMEM266"
"chr17",38710022,38721736,11715,"-","CCR7"
"chr15",23043279,23086843,43565,"-","NIPA1"
"chr15",86685242,87572283,887042,"+","AGBL1"
"chr15",78799906,78829715,29810,"+","HYKK"
"chr3",39371197,39375171,3975,"+","CCR8"
"chr15",83477973,83503613,25641,"+","WHAMM"
"chr15",83428024,83474806,46783,"-","FSD2"
"chr15",42273780,42342901,69122,"-","PLA2G4E"
"chr16",81087102,81110872,23771,"-","C16orf46"
"chr3",42846246,42941826,95581,"+","ACKR2"
"chr16",15131710,15149936,18227,"-","NTAN1"
"chr16",15959577,15982447,22871,"-","FOPNL"
"chr16",84178865,84211524,32660,"+","DNAAF1"
"chr16",20462859,20498991,36133,"+","ACSM2A"
"chr16",20869396,20911561,42166,"-","DCUN1D3"
"chr16",67918781,67920271,1491,"+","NRN1L"
"chr16",66637935,66647795,9861,"+","CMTM3"
"chr16",49407808,49433319,25512,"+","C16orf78"
"chr4",100197523,100212185,14663,"-","ADH1A"
"chr12",108681821,108733094,51274,"-","CMKLR1"
"chr16",89762765,89768121,5357,"-","SPATA2L"
"chr16",89724152,89736866,12715,"+","SPATA33"
"chr16",2028918,2031550,2633,"-","NOXO1"
"chr16",772582,776880,4299,"-","CCDC78"
"chr14",24780705,24787242,6538,"+","LTB4R"
"chr16",46503249,46603009,99761,"-","ANKRD26P1"
"chr16",19727778,19868859,141082,"+","IQCK"
"chr16",2880173,2882285,2113,"+","ZG16B"
"chr16",2889574,2892711,3138,"-","PRSS30P"
"chr16",3019342,3023485,4144,"+","PAQR4"
"chr16",88636789,88698372,61584,"+","ZC3H18"
"chr16",20043043,20085100,42058,"-","GPR139"
"chr16",80637676,80838175,200500,"-","CDYL2"
"chr10",101542463,101611662,69200,"+","ABCC2"
"chr16",4746511,4784378,37868,"-","ANKS3"
"chr16",4658884,4664927,6044,"-","UBALD1"
"chr16",4827615,4838522,10908,"-","SEPT12"
"chr16",31724550,31772886,48337,"+","ZNF720"
"chr16",29952206,29984373,32168,"+","TMEM219"
"chr16",23533334,23568696,35363,"-","EARS2"
"chr16",50700211,50715264,15054,"-","SNX20"
"chr16",75477142,75498584,21443,"-","TMEM170A"
"chr17",74722912,74729962,7051,"+","METTL23"
"chr17",56497529,56565759,68231,"-","HSF5"
"chr17",56247017,56247940,924,"+","OR4D2"
"chr17",55333212,55757299,424088,"+","MSI2"
"chr17",79218799,79269096,50298,"-","SLC38A10"
"chr17",76987798,77005899,18102,"-","CANT1"
"chr17",72912176,72919351,7176,"-","USH1G"
"chr17",72517313,72527613,10301,"-","CD300LB"
"chr17",72322351,72351959,29609,"+","KIF19"
"chr17",38024455,38034149,9695,"+","ZPBP2"
"chr17",7761064,7765600,4537,"+","CYB5D1"
"chr17",1945277,1946725,1449,"+","OVCA2"
"chr17",9548580,9633003,84424,"+","USP43"
"chr17",8271973,8280029,8057,"-","KRBA2"
"chr17",58499865,58508787,8923,"+","C17orf64"
"chr17",43331760,43339479,7720,"-","SPATA32"
"chr17",43238264,43247406,9143,"+","HEXIM2"
"chr17",42112003,42144987,32985,"-","LSM12"
"chr17",42754805,42767165,12361,"-","CCDC43"
"chr17",40950854,40963605,12752,"+","CNTD1"
"chr17",32907768,32966337,58570,"+","TMEM132E"
"chr17",48912011,48919709,7699,"+","WFIKKN2"
"chr17",47325605,47336027,10423,"+","FLJ40194"
"chr17",47209822,47247351,37530,"+","B4GALNT2"
"chr17",31318882,31324892,6011,"+","SPACA3"
"chr17",26907027,26941211,34185,"-","SGK494"
"chr17",27281947,27333458,51512,"-","SEZ6"
"chr17",27916801,27941779,24979,"+","ANKRD13B"
"chr17",1477696,1532130,54435,"-","SLC43A2"
"chr17",4046462,4060995,14534,"+","CYB5D2"
"chr17",4981754,4999669,17916,"+","ZFP3"
"chr17",4460222,4463876,3655,"-","GGT6"
"chr17",4402129,4443228,41100,"+","SPNS2"
"chr17",45401142,45518677,117536,"+","EFCAB13"
"chr17",45900638,45908907,8270,"-","MRPL10"
"chr17",1619817,1641893,22077,"+","WDR81"
"chr4",100227527,100242572,15046,"-","ADH1B"
"chr17",77906142,78009657,103516,"-","TBC1D16"
"chr17",76183398,76203782,20385,"+","AFMID"
"chr17",38516905,38520945,4041,"-","GJD3"
"chr17",38811872,38821416,9545,"-","KRT222"
"chr17",39133968,39143387,9420,"-","KRT40"
"chr17",16342301,16373962,31662,"+","LRRC75A-AS1"
"chr17",15879875,15903006,23132,"-","ZSWIM7"
"chr17",18163848,18169095,5248,"+","MIEF2"
"chr17",18853989,18924004,70016,"+","SLC5A10"
"chr18",13663346,13726591,63246,"-","FAM210A"
"chr18",44056935,44236996,180062,"-","LOXHD1"
"chr18",33033290,33077955,44666,"-","INO80C"
"chr18",21572737,21715574,142838,"+","TTC39C"
"chr18",72102963,72124503,21541,"-","FAM69C"
"chr16",57916244,58005020,88777,"-","CNGB1"
"chr19",51870352,51872257,1906,"-","CLDND2"
"chr19",53452632,53466164,13533,"-","ZNF816"
"chr4",47937994,48018610,80617,"-","CNGA1"
"chr19",57831865,57842144,10280,"+","ZNF543"
"chr19",45010211,45033548,23338,"-","CEACAM20"
"chr19",10426889,10444314,17426,"-","RAVER1"
"chr19",9324526,9325547,1022,"-","OR7D4"
"chr19",9225504,9226439,936,"-","OR7G1"
"chr19",9203921,9204862,942,"+","OR1M1"
"chr19",55861070,55866463,5394,"-","COX6B2"
"chr19",16589868,16607003,17136,"-","CALR3"
"chr19",6306510,6333640,27131,"-","ACER1"
"chr19",5678433,5680911,2479,"-","C19orf70"
"chr19",7049351,7051746,2396,"+","MBD3L2"
"chr4",100257649,100273917,16269,"-","ADH1C"
"chrX",150903218,150914036,10819,"+","CNGA2"
"chr19",7745707,7747748,2042,"+","TRAPPC5"
"chr19",7696501,7698634,2134,"-","PCP2"
"chr19",54597933,54605994,8062,"-","OSCAR"
"chr19",53970989,54006948,35960,"+","ZNF813"
"chr19",11877815,11894893,17079,"+","ZNF441"
"chr19",11909391,11919306,9916,"+","ZNF491"
"chr19",11925107,11946016,20910,"+","ZNF440"
"chr19",11485383,11487627,2245,"+","SWSAP1"
"chr19",11457181,11465620,8440,"+","CCDC159"
"chr2",98962618,99015064,52447,"+","CNGA3"
"chr19",51009254,51014612,5359,"-","JOSD2"
"chr19",50655805,50666538,10734,"-","IZUMO2"
"chr19",50194365,50216988,22624,"+","CPT1C"
"chr19",49956473,49974305,17833,"+","ALDH16A1"
"chr19",49164664,49176264,11601,"-","NTN5"
"chr11",6255995,6265709,9715,"+","CNGA4"
"chr19",56407311,56443702,36392,"-","NLRP13"
"chr19",56459198,56499995,40798,"+","NLRP8"
"chr19",56511092,56573174,62083,"+","NLRP5"
"chr19",56598732,56632649,33918,"-","ZNF787"
"chr19",38229203,38307940,78738,"-","ZNF573"
"chr19",33622998,33666703,43706,"+","WDR88"
"chr19",4292225,4302428,10204,"-","TMIGD2"
"chr19",40021630,40023494,1865,"-","EID2B"
"chr19",4639527,4655580,16054,"+","TNFAIP8L1"
"chr19",2900896,2918474,17579,"+","ZNF57"
"chr19",44088519,44100287,11769,"-","IRGQ"
"chr19",44111376,44124014,12639,"-","ZNF428"
"chr1",45266036,45271667,5632,"+","PLK3"
"chr19",2252250,2256422,4173,"-","JSRP1"
"chr19",2071035,2096269,25235,"-","MOB3A"
"chr19",3538263,3557571,19309,"-","MFSD12"
"chr19",3585569,3593539,7971,"+","GIPC3"
"chr19",5891287,5904024,12738,"-","NDUFA11"
"chr19",751146,764318,13173,"+","MISP"
"chr19",18501954,18508421,6468,"-","LRRC25"
"chr19",15197877,15198944,1068,"+","OR1I1"
"chr19",34972880,34992085,19206,"+","WTIP"
"chr19",35447258,35454953,7696,"-","ZNF792"
"chr19",19312224,19314238,2015,"-","NR2C2AP"
"chr19",36245467,36247930,2464,"-","HSPB6"
"chr19",11649579,11661138,11560,"+","CNN1"
"chr19",15121539,15134083,12545,"+","CCDC105"
"chr19",15619336,15663128,43793,"+","CYP4F22"
"chr19",39358472,39368919,10448,"-","RINL"
"chr19",39514663,39523198,8536,"-","FBXO27"
"chr19",1026298,1039064,12767,"+","CNN2"
"chr19",1524073,1535455,11383,"+","PLK5"
"chr19",40826967,40854434,27468,"-","C19orf47"
"chr19",16126444,16138723,12280,"+","LINC00661"
"chr19",16059818,16060768,951,"+","OR10H4"
"chr19",17392454,17398454,6001,"+","ANKLE1"
"chr19",405443,409170,3728,"-","C2CD4C"
"chr1",95362507,95392735,30229,"-","CNN3"
"chr1",151043080,151091007,47928,"+","GABPB2"
"chr1",152056620,152061540,4921,"-","TCHHL1"
"chr1",152126071,152131704,5634,"-","RPTN"
"chr1",45959598,45965751,6154,"-","CCDC163"
"chr1",154474695,154520623,45929,"+","TDRD10"
"chr1",154451954,154474526,22573,"-","SHE"
"chr1",27276047,27286901,10855,"-","KDF1"
"chr17",40118759,40129754,10996,"+","CNP"
"chr1",229456752,229478688,21937,"-","CCSAP"
"chr1",13801445,13840242,38798,"-","LRRC38"
"chr1",12776118,12788726,12609,"+","AADACL3"
"chr1",1243994,1247057,3064,"+","PUSL1"
"chr1",1167629,1170420,2792,"+","B3GALT6"
"chr6",88849585,88875767,26183,"-","CNR1"
"chr1",85527993,85598821,70829,"+","WDR63"
"chr1",161068151,161070138,1988,"+","KLHDC9"
"chr1",179334855,179523870,189016,"+","AXDND1"
"chr1",116654376,116677861,23486,"+","MAB21L3"
"chr1",24200460,24239817,39358,"-","CNR2"
"chr1",19230774,19282826,52053,"-","IFFO2"
"chr1",95285898,95360803,74906,"+","SLC44A3"
"chr4",100044833,100065449,20617,"-","ADH4"
"chr11",58390146,58393205,3060,"+","CNTF"
"chr1",110026561,110035420,8860,"+","ATXN7L2"
"chr1",109648573,109656479,7907,"-","C1orf194"
"chr1",219347192,219386207,39016,"+","LYPLAL1"
"chr1",248308450,248309388,939,"+","OR2M5"
"chr1",248366370,248367308,939,"+","OR2M3"
"chr1",248457918,248458880,963,"-","OR2T12"
"chr1",248512077,248513015,939,"+","OR14C36"
"chr1",248737102,248738058,957,"-","OR2T34"
"chr1",248756131,248757069,939,"-","OR2T10"
"chr1",248524883,248525929,1047,"+","OR2T4"
"chr1",248789479,248790429,951,"-","OR2T11"
"chr9",34551430,34590138,38709,"-","CNTFR"
"chr1",198492352,198510075,17724,"-","ATP6V1G3"
"chr12",41086244,41466213,379970,"+","CNTN1"
"chr1",76384558,76398116,13559,"-","ASB17"
"chr1",75198836,75232360,33525,"+","TYW3"
"chr1",75033795,75139422,105628,"-","ERICH3"
"chr1",74491702,74663871,172170,"-","LRRIQ3"
"chr1",3541556,3546694,5139,"+","TPRG1L"
"chr1",2517899,2522908,5010,"+","FAM213B"
"chr1",24382531,24438665,56135,"-","MYOM3"
"chr1",46972668,46979886,7219,"+","DMBX1"
"chr1",159504868,159505797,930,"-","OR10J5"
"chr1",40713573,40717365,3793,"+","TMCO2"
"chr1",40997233,41013841,16609,"+","ZNF684"
"chr1",54519274,54578192,58919,"+","TCEANC2"
"chr1",53527724,53551174,23451,"+","PODN"
"chr1",100614004,100643829,29826,"-","LRRC39"
"chr1",35225342,35229325,3984,"+","GJB4"
"chr1",34326076,34330392,4317,"+","HMGB4"
"chr1",33402050,33430286,28237,"-","RNF19B"
"chr1",33772367,33786699,14333,"-","A3GALT2"
"chr1",154991003,155006257,15255,"-","DCST2"
"chr1",225117356,225586996,469641,"+","DNAH14"
"chr1",247614331,247615284,954,"-","OR2B11"
"chr1",182023705,182030847,7143,"-","ZNF648"
"chr1",182367252,182369751,2500,"-","TEDDM1"
"chr1",38273473,38275126,1654,"+","C1orf122"
"chr17",48261457,48279000,17544,"-","COL1A1"
"chr1",36883507,36916086,32580,"-","OSCP1"
"chr1",36179477,36184790,5314,"-","C1orf216"
"chr1",18807424,18812480,5057,"+","KLHDC7A"
"chr1",20617412,20681387,63976,"+","VWA5B1"
"chr1",20512578,20519942,7365,"+","UBXN10"
"chr1",60454824,60539442,84619,"-","C1orf87"
"chr7",94023873,94060544,36672,"+","COL1A2"
"chr1",202102532,202113871,11340,"-","ARL8A"
"chr1",202559725,202679551,119827,"-","SYT2"
"chr1",204337558,204338847,1290,"-","LINC00628"
"chr1",204167288,204183220,15933,"-","GOLT1A"
"chr1",162466964,162499419,32456,"+","UHMK1"
"chr1",161691334,161697933,6600,"+","FCRLB"
"chr4",99992130,100009931,17802,"-","ADH5"
"chr12",48366748,48398285,31538,"-","COL2A1"
"chr1",241815580,241965434,149855,"+","WDR64"
"chr1",231359509,231376924,17416,"-","C1orf131"
"chr1",145477085,145499091,22007,"+","LIX1L"
"chr2",189839099,189877472,38374,"+","COL3A1"
"chr1",120106503,120115199,8697,"+","HSD3BP4"
"chr1",217804695,218040484,235790,"+","SPATA17"
"chr1",236557680,236648008,90329,"+","EDARADD"
"chr13",110801310,110959496,158187,"-","COL4A1"
"chr1",44514030,44600809,86780,"+","KLF17"
"chr1",43735665,43739673,4009,"+","TMEM125"
"chr1",156307105,156316785,9681,"+","TSACC"
"chr1",156495197,156542396,47200,"-","IQGAP3"
"chr1",156561558,156566601,5044,"+","NAXE"
"chr1",16524599,16539104,14506,"-","ARHGEF19"
"chr1",228294380,228297013,2634,"-","MRPL55"
"chr1",228645808,228646259,452,"+","HIST3H2BB"
"chr1",111659954,111682838,22885,"-","DRAM2"
"chr1",111889195,111895639,6445,"+","PIFO"
"chr1",112016604,112021134,4531,"+","C1orf162"
"chr1",158368312,158369256,945,"-","OR10T2"
"chr1",158532441,158533394,954,"-","OR6P1"
"chr1",158548709,158549689,981,"-","OR10X1"
"chr1",158576229,158577170,942,"+","OR10Z1"
"chr1",158724606,158725637,1032,"+","OR6K6"
"chr1",158735534,158736472,939,"-","OR6N1"
"chr1",212965170,212990167,24998,"+","TATDN3"
"chr13",110959631,111165373,205743,"+","COL4A2"
"chr20",61637331,61638387,1057,"-","BHLHE23"
"chr20",61872136,61885892,13757,"-","NKAIN4"
"chr20",36531499,36573747,42249,"+","VSTM2L"
"chr20",37075297,37079564,4268,"+","SNHG11"
"chr20",42935197,42939889,4693,"-","FITM2"
"chr20",43752067,43753106,1040,"-","WFDC12"
"chr20",44515130,44516238,1109,"-","SPATA25"
"chr2",228029281,228179508,150228,"+","COL4A3"
"chr20",45169670,45179213,9544,"-","OCSTAMP"
"chr20",51588946,52111869,522924,"+","TSHZ2"
"chr2",227867427,228029275,161849,"-","COL4A4"
"chr20",56725983,56736183,10201,"+","C20orf85"
"chr20",57766075,57834167,68093,"+","ZNF831"
"chr20",416124,443187,27064,"-","TBC1D20"
"chr20",1514897,1538343,23447,"-","SIRPD"
"chr20",2795633,2796476,844,"+","C20orf141"
"chr20",5282686,5297378,14693,"-","PROKR2"
"chrX",107683074,107940775,257702,"+","COL4A5"
"chr20",10415951,10604027,188077,"+","SLX4IP"
"chrX",107386780,107682704,295925,"-","COL4A6"
"chr20",23420322,23425567,5246,"+","CSTL1"
"chr20",23545370,23549386,4017,"-","CST9L"
"chr20",23583047,23586610,3564,"-","CST9"
"chr20",61147660,61167971,20312,"+","MIR1-1HG"
"chr20",30435441,30458479,23039,"-","DUSP15"
"chr20",30776949,30778163,1215,"-","TSPY26P"
"chr20",31619454,31631853,12400,"+","BPIFB6"
"chr20",31805135,31815559,10425,"+","BPIFA3"
"chr20",32250092,32251721,1630,"+","C20orf144"
"chr20",32399110,32442173,43064,"+","CHMP4B"
"chr20",33148346,33265089,116744,"-","PIGU"
"chr20",33421378,33422265,888,"-","HMGB3P1"
"chr20",33873534,33880225,6692,"-","FAM83C"
"chr9",137533651,137736688,203038,"+","COL5A1"
"chr22",17442827,17489112,46286,"-","GAB4"
"chr22",19428410,19435755,7346,"-","C22orf39"
"chr22",20004554,20053447,48894,"+","TANGO2"
"chr2",189896641,190044605,147965,"-","COL5A2"
"chr22",22868061,22874613,6553,"-","ZNF280A"
"chr22",25202136,25322813,120678,"+","SGSM1"
"chr22",29601901,29655586,53686,"+","EMID1"
"chr21",47401663,47424963,23301,"+","COL6A1"
"chr22",38226862,38240353,13492,"-","ANKRD54"
"chr21",47518033,47552763,34731,"+","COL6A2"
"chr2",48667908,48742531,74624,"+","PPP1R21"
"chr2",85048791,85108369,59579,"-","TRABD2A"
"chr2",238232655,238322850,90196,"-","COL6A3"
"chr2",85825670,85829822,4153,"-","TMEM150A"
"chr3",48601506,48632593,31088,"-","COL7A1"
"chr2",183984750,184026408,41659,"+","NUP35"
"chr2",167744997,168116261,371265,"+","XIRP2"
"chr2",200793634,200820459,26826,"-","TYW5"
"chr3",99357440,99515577,158138,"+","COL8A1"
"chr2",101086944,101099742,12799,"+","NMS"
"chr2",99900701,99921218,20518,"-","LYG1"
"chr2",99785726,99797492,11767,"-","MITD1"
"chr2",232826293,233208678,382386,"+","DIS3L2"
"chr1",36560844,36565850,5007,"-","COL8A2"
"chr2",6980684,7006766,26083,"-","CMPK2"
"chr2",8996701,9143876,147176,"-","MBOAT2"
"chr2",124782864,125672863,890000,"+","CNTNAP5"
"chr6",42018251,42055199,36949,"+","TAF8"
"chr6",70925743,71012786,87044,"-","COL9A1"
"chr2",667973,677439,9467,"-","TMEM18"
"chr7",156431060,156433348,2289,"-","C7orf13"
"chr1",40766163,40783060,16898,"-","COL9A2"
"chr2",112895962,112945791,49830,"+","FBLN7"
"chr2",242750160,242758739,8580,"+","NEU4"
"chr2",178977182,178994382,17201,"+","RBM45"
"chr2",54558071,54588714,30644,"+","C2orf73"
"chr2",96257766,96265469,7704,"+","TRIM43"
"chr2",170336006,170363165,27160,"+","BBS5"
"chr2",170501935,170550931,48997,"-","CCDC173"
"chr20",61448414,61472511,24098,"+","COL9A3"
"chr3",151531861,151546276,14416,"+","AADAC"
"chr4",100123795,100140403,16609,"-","ADH6"
"chr6",116440085,116447296,7212,"-","COL10A1"
"chr2",135596186,135659602,63417,"+","ACMSD"
"chr2",203637873,203736371,98499,"-","ICA1L"
"chr2",131805449,131851004,45556,"-","FAM168B"
"chr7",141618676,141619620,945,"+","OR9A4"
"chr1",103342023,103574052,232030,"-","COL11A1"
"chr2",26804073,26864211,60139,"-","CIB4"
"chr2",79252812,79255630,2819,"+","REG3G"
"chr2",198435527,198540584,105058,"-","RFTN2"
"chr2",55399687,55459699,60013,"-","CLHC1"
"chr2",43864439,43995126,130688,"+","PLEKHH2"
"chr6",75794042,75915623,121582,"-","COL12A1"
"chr2",224620047,224702319,82273,"-","AP1S3"
"chr2",120060020,120124404,64385,"-","C2orf76"
"chr2",223289322,223423617,134296,"+","SGPP2"
"chr2",158383279,158485399,102121,"-","ACVR1C"
"chr2",19551246,19558372,7127,"-","OSR1"
"chr10",71561644,71718904,157261,"+","COL13A1"
"chr2",20096514,20101744,5231,"-","TTC32"
"chr2",170684018,170940639,256622,"+","UBR3"
"chr2",201353684,201374792,21109,"-","KCTD18"
"chr2",202153147,202222121,68975,"-","ALS2CR12"
"chr2",27600098,27603611,3514,"-","ZNF513"
"chr2",231860839,231889770,28932,"+","SPATA3"
"chr2",150186499,150330659,144161,"+","LYPD6"
"chr2",149894981,150071772,176792,"+","LYPD6B"
"chr2",38893052,38961909,68858,"+","GALM"
"chr9",101705995,101833074,127080,"+","COL15A1"
"chr2",220408385,220415317,6933,"+","TMEM198"
"chr2",220071506,220074373,2868,"+","ZFAND2B"
"chr1",32117848,32169768,51921,"-","COL16A1"
"chr2",39892638,39945104,52467,"+","TMEM178A"
"chr2",207804278,207834198,29921,"+","CPO"
"chr2",207598942,207630050,31109,"-","MDH1B"
"chr10",105791046,105845638,54593,"-","COL17A1"
"chr2",11273179,11286916,13738,"+","C2orf50"
"chr2",11295540,11318998,23459,"+","PQLC3"
"chr2",103353394,103434138,80745,"+","TMEM182"
"chr2",61404553,61414686,10134,"+","AHSA2"
"chr2",230787207,230948016,160810,"+","FBXO36"
"chr2",242034545,242041747,7203,"-","MTERF4"
"chr2",159027869,159313265,285397,"-","CCDC148"
"chr2",74785010,74875457,90448,"-","M1AP"
"chr4",100333418,100356667,23250,"-","ADH7"
"chr6",70576448,70922157,345710,"+","COL19A1"
"chr3",131253577,132004254,750678,"-","CPNE4"
"chr3",122078436,122102074,23639,"-","CCDC58"
"chr3",19190017,19577135,387119,"+","KCNH8"
"chr19",18893583,18902114,8532,"-","COMP"
"chr3",180701498,180707562,6065,"-","DNAJC19"
"chr3",161214596,161221730,7135,"+","OTOL1"
"chr3",58619670,58652561,32892,"-","FAM3D"
"chr22",19929263,19957498,28236,"+","COMT"
"chr3",101818088,102198685,380598,"+","ZPLD1"
"chr3",42438575,42452065,13491,"-","LYZL4"
"chr3",42727011,42733938,6928,"+","KLHL40"
"chr1",160258377,160313354,54978,"-","COPA"
"chr3",32859510,32933771,74262,"+","TRIM71"
"chr3",184053717,184064063,10347,"+","FAM131A"
"chr3",112641532,112693937,52406,"-","CD200R1"
"chr3",14153577,14166371,12795,"-","CHCHD4"
"chr11",14479049,14521441,42393,"-","COPB1"
"chr3",195924323,195938300,13978,"-","ZDHHC19"
"chr3",97540884,97663830,122947,"+","CRYBG3"
"chr3",98514814,98620533,105720,"-","DCBLD2"
"chr3",194075976,194090472,14497,"-","LRRC15"
"chr3",194406622,194409766,3145,"+","FAM43A"
"chr10",3818188,3827473,9286,"-","KLF6"
"chr3",127291907,127309602,17696,"-","TPRA1"
"chr3",44903408,44907154,3747,"+","TMEM42"
"chr3",126200008,126236616,36609,"-","UROC1"
"chr9",115983808,116029217,45410,"+","SLC31A1"
"chr9",115913238,115926422,13185,"+","SLC31A2"
"chr3",150377675,150421742,44068,"-","ERICH6"
"chr3",131100515,131107674,7160,"+","NUDT16"
"chr3",130279178,130395888,116711,"+","COL6A6"
"chr3",141497043,141535892,38850,"+","GRK7"
"chr3",101237711,101242731,5021,"+","FAM172BP"
"chr3",190146444,190167665,21222,"-","TMEM207"
"chr3",15451377,15469042,17666,"-","METTL6"
"chr10",75910943,76469061,558119,"+","ADK"
"chr3",11831919,11888352,56434,"-","TAMM41"
"chr3",9944296,9958084,13789,"+","IL17RE"
"chr3",186915274,186919253,3980,"+","RTP1"
"chr3",51840728,51937386,96659,"-","IQCF1"
"chr3",52321836,52329272,7437,"+","GLYCTK"
"chr3",52279809,52284615,4807,"+","PPM1M"
"chr3",63805041,63834312,29272,"+","C3orf49"
"chr3",63638344,63650891,12548,"+","SNTN"
"chr3",63263914,63602597,338684,"+","SYNPR"
"chr3",50316518,50325545,9028,"+","LSMEM2"
"chr3",129101677,129118282,16606,"-","RPL32P3"
"chr3",129262057,129270204,8148,"+","H1FOO"
"chr4",48887405,48908815,21411,"-","OCIAD2"
"chr4",129805152,130014764,209613,"-","SCLT1"
"chr4",130014829,130033843,19015,"+","C4orf33"
"chr4",122680085,122686340,6256,"-","TMEM155"
"chr4",135117489,135122903,5415,"-","PABPC4L"
"chr1",10509776,10512060,2285,"+","CORT"
"chr10",30722950,30750762,27813,"+","MAP3K8"
"chr4",123300121,123350947,50827,"+","ADAD1"
"chr4",188916925,188926199,9275,"+","ZFP42"
